EVE_IDF,EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
2065,Passeio Ciclístico – Pedala Boa Vista,2016-05-22,2016-05-22,0,,Bacacheri,Lazer
2068,Jogos do PASE - Futsal,2016-05-20,2016-05-20,0,,Capão Raso,Esporte
2069,Copa Integração Metropolitana - Futsal,2016-05-21,2016-05-21,0,,Portão,Esporte
2072,Café Dançantes das Mães,2016-05-20,2016-05-20,0,,Capão Raso,Lazer
2073,Dia da Família no Portal,2016-05-21,2016-05-21,0,,Centro,Lazer
2074,1º Festival de Xadrez,2016-05-21,2016-05-21,0,,Alto Boqueirão,Esporte
2075,Circuito de Vôlei,2016-05-21,2016-05-21,0,,Alto Boqueirão,Esporte
2076,Roda de Leitura: Livros do vestibular (Martins Pena),2016-05-18,2016-05-18,0,,Alto Boqueirão,Cultura
2077,Roda de Leitura – Casa da Leitura,2016-05-17,2016-05-17,0,,Alto Boqueirão,Cultura
2078,Aulão de Zumba e Pilates,2016-05-21,2016-05-21,0,,Sítio Cercado,Esporte
2079,Semana Cultural,2016-05-17,2016-05-17,0,,Cidade Industrial de Curitiba,Cultura
2080,Semana Cultural,2016-05-18,2016-05-18,0,,Cidade Industrial de Curitiba,Cultura
2081,Semana Cultural,2016-05-19,2016-05-19,0,,Cidade Industrial de Curitiba,Cultura
2091,CURSO DE TECLADO,2016-05-03,2016-05-31,1,3,Sítio Cercado,Cultura
2092,Orquestra Onirê,2016-05-03,2016-05-31,1,3;5,Sítio Cercado,Cultura
2108,Festa Junina – Regional Boa vista,2016-06-03,2016-06-03,0,,Tarumã,Lazer
2109,2º Etapa da Corrida de Revezamento CAFI Tatuquara,2016-06-03,2016-06-03,0,,Tatuquara,Esporte
2110,Festival de Judô,2016-06-04,2016-06-04,0,,Xaxim,Esporte
2111,Esporte na Praça,2016-06-04,2016-06-04,0,,Sítio Cercado,Esporte
2112,Torneio PASE Futsal Sub 11,2016-06-04,2016-06-04,0,,Tatuquara,Esporte
2114,Festival de Cultura Popular,2016-06-04,2016-06-04,0,,Sítio Cercado,Cultura
2120,6ª Conferência Municipal da Cidade de Curitiba - 6ª COMCURITIBA,2016-06-15,2016-06-18,1,4;6;7,Centro,Simpósios/Similares
2121,Ciclo de Palestras para Universitários,2016-11-04,2016-11-04,0,,Santo Inácio,Cursos
2122,CONSULTAS PÚBLICAS LOA 2017 - CURITIBA,2016-06-24,2016-06-24,0,,Santo Inácio,Simpósios/Similares
2125,IV Conferência Municipal de Políticas Sobre Drogas,2016-06-24,2016-06-24,0,,Jardim Botânico,Simpósios/Similares
2126,IV Conferência Municipal de Políticas Sobre Drogas,2016-06-25,2016-06-25,0,,Jardim Botânico,Simpósios/Similares
2134,Festa Junina Regional Boqueirão,2016-06-11,2016-06-11,0,,Xaxim,Lazer
2144,Copa dos Campeões da Juventude- Futebol de Campo,2016-06-15,2016-06-15,0,,Santa Felicidade,Esporte
2146,Jogos do PASE - Futsal,2016-06-17,2016-06-17,0,,Sítio Cercado,Esporte
2148,Festa Junina Regional Tatuquara,2016-06-17,2016-06-17,0,,Tatuquara,Esporte
2149,1º Arraial Especial – Regional Boa vista,2016-06-17,2016-06-17,0,,Tinguí,Lazer
2150,Torneio de Vôlei Santa Felicidade,2016-06-18,2016-06-18,0,,Santa Felicidade,Esporte
2151,2º Torneio de Voleibol de Quarteto,2016-06-18,2016-06-18,0,,Cajuru,Lazer
2153,Festival PASE,2016-06-19,2016-06-19,0,,Cidade Industrial de Curitiba,Esporte
2154,Festival de Tênis,2016-06-20,2016-06-20,0,,Capão da Imbuia,Esporte
2155,Cem Voltas - Matriz,2016-06-08,2016-06-29,1,4,Jardim Botânico,Esporte
2156,Reinauguração Casa da Leitura,2016-06-14,2016-06-14,0,,Alto Boqueirão,Inaugurações
2157,Corte de Cabelo,2016-06-15,2016-06-15,0,,Cidade Industrial de Curitiba,Esporte
2158,Voz e Violão,2016-06-14,2016-06-14,0,,Cajuru,Cultura
2159,Aulão de Zumba,2016-06-19,2016-06-19,0,,Portão,Lazer
2160,Domingo Recreativo no MUMA,2016-06-19,2016-06-19,0,,Portão,Lazer
2162,EXPOSIÇÃO DIFERENÇAS,2016-06-20,2016-08-28,0,,Bacacheri,Cultura
2167,ARRAIÁ DA CIDADANIA CAJURU,2016-06-30,2016-06-30,1,5,Capão da Imbuia,Cultura
2168,NOSSA FEIRA,2016-06-27,2016-06-27,1,2,Uberaba,Feiras
2170,Jogos do PASE 2016 – Basquetebol,2016-06-22,2016-06-22,0,,Boqueirão,Esporte
2171,Copa dos Campeões da Juventude- Futebol de Campo,2016-06-22,2016-06-22,0,,Santa Felicidade,Esporte
2174,Jogos do PASE 2016 – Futsal,2016-06-24,2016-06-24,0,,Tatuquara,Esporte
2176,Final da Copa Curitiba de Futebol Sub-15,2016-06-25,2016-06-25,0,,Santa Felicidade,Esporte
2180,Inauguração Nossa Feira Xaxim,2016-06-30,2016-06-30,1,5,Xaxim,Inaugurações
2181,Inauguração Armazém da Familia Vila Torres,2016-06-25,2016-06-25,0,,Rebouças,Inaugurações
2185,Jogos do PASE 2016 – Futsal,2016-06-30,2016-06-30,0,,Santa Felicidade,Esporte
2186,Jogos do PASE 2016 – Basquetebol,2016-07-01,2016-07-01,0,,Bacacheri,Esporte
2187,Festival PASE de Voleibol e Basquete,2016-07-02,2016-07-02,0,,Santa Felicidade,Esporte
2188,Copa Trieste,2016-07-02,2016-07-02,0,,Santa Felicidade,Esporte
2192,Arraiá da Cidadania do Cajuru,2016-06-30,2016-06-30,0,,Cajuru,Lazer
2193,Festa Junina de Santa Felicidade,2016-07-01,2016-07-01,0,,Santa Felicidade,Lazer
2199,Festa Junina Portal do Futuro Boqueirão,2016-06-30,2016-06-30,0,,Alto Boqueirão,Lazer
2200,Ciclo de Leitura Ebulição Marginal 2016,2016-06-29,2016-06-29,0,,Alto Boqueirão,Cultura
2201,Ciclo de Leitura Ebulição Marginal 2016,2016-06-30,2016-06-30,0,,Alto Boqueirão,Cultura
2202,Ciclo de Leitura Ebulição Marginal 2016 – Sarau “A cultura resiste”,2016-07-01,2016-07-01,0,,Alto Boqueirão,Cultura
2203,Matrículas para atividades sistemáticas,2016-07-01,2016-07-01,0,,Portão,Esporte
2204,Ciclo de Leitura Ebulição Marginal 2016 – Manobra literária,2016-07-02,2016-07-02,0,,Alto Boqueirão,Cultura
2205,Corte e Costura,2016-07-04,2016-07-04,0,,Fazendinha,Cursos
2206,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2207,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2208,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2209,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2210,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2211,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2212,FESTA JULINA,2016-07-02,2016-07-02,1,7,Sítio Cercado,Eventos Regionais
2213,FESTA JULINA,2016-07-06,2016-07-06,1,7,Sítio Cercado,Eventos Regionais
2214,FESTA JULINA,2016-07-09,2016-07-09,1,7,Sítio Cercado,Eventos Regionais
2215,CURSO DE TECLADO,2016-07-05,2016-07-26,1,3,Sítio Cercado,Cultura
2216,CURSO DE VIOLÃO POPULAR,2016-07-07,2016-07-28,1,5,Sítio Cercado,Cultura
2217,CURSO DE VIOLÃO POPULAR,2016-07-08,2016-07-29,1,6,Sítio Cercado,Cultura
2219,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO SAMBAQUI,2016-07-04,2016-07-04,1,2,Sítio Cercado,Saúde
2220,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO COQUEIROS,2016-07-05,2016-07-05,1,3,Sítio Cercado,Saúde
2221,REUNIAO DO CONSELHO LOCAL DE SAUDE DO SALVADOR ALLENDE,2016-07-05,2016-07-05,1,3,Sítio Cercado,Saúde
2222,REUNIÃO DA COMISSÃO DE SAUDE LOCAL DA UPA SITIO CERCADO,2016-07-07,2016-07-07,0,,Sítio Cercado,Saúde
2223,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO SÃO JOÃO DEL REY,2016-07-07,2016-07-07,1,5,Sítio Cercado,Saúde
2224,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO XAPINHAL,2016-07-11,2016-07-11,1,2,Sítio Cercado,Saúde
2225,REUNIÃO DO CONSELHO LOCAL DE SAUDE BAIRRO NOVO,2016-07-11,2016-07-11,1,2,Sítio Cercado,Saúde
2226,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO JOÃO CÂNDIDO,2016-07-12,2016-07-12,1,3,Sítio Cercado,Saúde
2227,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO OSTERNACK,2016-07-12,2016-07-12,1,3,Sítio Cercado,Saúde
2228,REUNIÃO DO CONSELHO DISTRITAL DE SAUDE BAIRRO NOVO,2016-07-14,2016-07-14,1,5,Sítio Cercado,Saúde
2229,REUNIÃO DO CONSELHO LOCAL DE SAUDE DO PARIGOT DE SOUZA,2016-07-19,2016-07-19,1,3,Sítio Cercado,Saúde
2230,REUNIÃO DO CONSELHO LOCAL DE SAUDE NOSSA SENHORA APARECIDA,2016-07-20,2016-07-20,1,4,Sítio Cercado,Saúde
2231,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2016-07-21,2016-07-21,1,3,Sítio Cercado,Saúde
2232,REUNIÃO DO CONSELHO LOCAL DE SAUDE DA UNIDADE DE SAUDE UMBARÁ I,2016-07-25,2016-07-25,1,2,Sítio Cercado,Saúde
2233,REUNIÃO DO CONSELHO LOCAL DE SAUDE DA UNIDADE DE SAUDE UMBARÁ II,2016-07-27,2016-07-27,1,4,Sítio Cercado,Saúde
2235,Jogos do PASE – Futsal,2016-07-08,2016-07-08,0,,Sítio Cercado,Esporte
2238,1º Corrida Popular de Corrida de Rua,2016-07-10,2016-07-10,0,,Boqueirão,Esporte
2239,Encerramento Doe Sangue Pelo Esporte,2016-07-06,2016-07-06,0,,Mercês,Esporte
2241,Corrida Cem Voltas,2017-08-02,2017-08-02,1,4,Jardim Botânico,Esporte
2242,Festa Julina Regional Bairro Novo,2016-07-08,2016-07-08,0,,Sítio Cercado,Lazer
2243,3º CAMP de Basquete,2016-07-11,2016-07-15,0,,Tinguí,Esporte
2244,Baile Julino,2016-07-07,2016-07-07,0,,Cidade Industrial de Curitiba,Lazer
2245,Festival PASE,2016-07-09,2016-07-09,0,,Cidade Industrial de Curitiba,Esporte
2246,Semana Olímpica,2016-07-05,2016-07-07,0,,Alto Boqueirão,Esporte
2247,Festival de Inverno no Portal do Boqueirão,2016-07-11,2016-07-11,0,,Alto Boqueirão,Lazer
2248,Festa Julina,2016-07-07,2016-07-07,0,,Portão,Lazer
2249,Aulão de Zumba,2016-07-11,2016-07-11,0,,Portão,Esporte
2250,Dança Circular,2016-07-06,2016-07-06,0,,Centro,Lazer
2251,Aulão de Alongamento,2016-07-04,2016-07-29,1,3,Centro,Esporte
2252,Dança Circular,2016-07-04,2016-07-29,1,4,Centro,Lazer
2253,Aulão de Circuito Funcional,2016-07-09,2016-07-09,0,,Sítio Cercado,Esporte
2271,SMELJ na Praça,2016-07-16,2016-07-16,0,,Bacacheri,Esporte
2273,Festival de Tênis,2016-07-16,2016-07-16,0,,Sítio Cercado,Esporte
2283,Jogos Municipais Femininos - Futsal,2016-07-26,2016-07-26,0,,Fazendinha,Esporte
2288,Festa Julina,2016-07-30,2016-07-30,0,,Cidade Industrial de Curitiba,Lazer
2289,Aulão de Alongamento,2016-07-26,2016-07-28,1,3;5,Cidade Industrial de Curitiba,Esporte
2290,Aulão de Alongamento,2016-07-30,2016-07-30,0,,Tatuquara,Esporte
2291,Aulão de Ginástica,2016-07-27,2016-07-27,0,,Cidade Industrial de Curitiba,Esporte
2292,Aulão de Ginástica,2016-07-30,2016-07-30,0,,Tatuquara,Esporte
2293,Oficina de Tênis de Mesa,2016-07-30,2016-07-30,0,,Tatuquara,Esporte
2294,Festival de Inverno no Portal,2016-07-26,2016-07-28,0,,Alto Boqueirão,Lazer
2296,CURSO DE TECLADO,2016-08-01,2016-08-29,1,2;3,Sítio Cercado,Cultura
2298,DESENHO ARTÍSTICO,2016-08-01,2016-08-30,1,5,Sítio Cercado,Cultura
2299,CURSO DE VIOLÃO POPULAR,2016-08-03,2016-08-31,1,5;6,Sítio Cercado,Cultura
2300,"OFICINA ""VIVÊNCIA TEATRAL""",2016-08-04,2016-08-25,1,3,Sítio Cercado,Cultura
2301,AÇÃO PERFORMÁTICA INTERATIVA DO ESCREVEDOR DE HISTÓRIAS,2016-08-04,2016-08-26,1,4,Sítio Cercado,Cultura
2302,(IN)FORMANDO NOVOS TALENTOS,2016-08-02,2016-08-02,1,3,Sítio Cercado,Cultura
2303,PROGRAMA 135 - ANIMAÇÕES PARA A PRIMEIRA INFÂNCIA,2016-08-03,2016-08-03,1,5,Ganchinho,Cultura
2304,OFICINA DE PERCUSSÃO BRASILEIRA E AFRO-BRASILEIRA,2016-08-16,2016-08-16,1,3,Sítio Cercado,Cultura
2309,Jogos do PASE – Voleibol,2016-08-18,2016-08-18,0,,Sítio Cercado,Esporte
2310,Copa Trieste,2016-08-23,2016-08-23,0,,Santa Felicidade,Esporte
2312,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SAMBAQUI,2016-08-05,2016-08-05,1,2,Sítio Cercado,Saúde
2313,REUNIÃO DO CONSELHO LOCAL DE SAÚDE,2016-08-06,2016-08-06,1,3,Sítio Cercado,Saúde
2315,Cem Voltas – Centro de Esporte e Lazer Velódromo,2016-08-01,2016-08-01,1,2,Jardim Botânico,Esporte
2316,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SALVADOR ALLENDE,2016-08-02,2016-08-02,1,3,Sítio Cercado,Saúde
2317,Flash Mob no Hospital de Clínicas,2016-08-08,2016-08-29,0,,Alto da Glória,Lazer
2320,REUNIÃO DA COMISSÃO DE SAUDE LOCAL DA UPA SITIO CERCADO,2016-08-02,2016-08-02,1,5,Sítio Cercado,Saúde
2321,Roda de Leitura: Livros do vestibular (Machado de Assis),2016-08-05,2016-08-05,0,,Alto Boqueirão,Cultura
2322,Oficina de Tênis de Mesa,2016-08-04,2016-08-04,0,,Tatuquara,Esporte
2323,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SÃO JOÃO DEL REY,2016-08-03,2016-08-03,1,5,Sítio Cercado,Saúde
2324,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO XAPINHAL,2016-08-06,2016-08-06,1,2,Sítio Cercado,Saúde
2325,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS BAIRRO NOVO,2016-08-04,2016-08-04,1,2,Sítio Cercado,Saúde
2326,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO JOÃO CÂNDIDO,2016-08-08,2016-08-08,1,3,Sítio Cercado,Saúde
2327,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO OSTERNACK,2016-08-08,2016-08-08,1,3,Sítio Cercado,Saúde
2328,REUNIÃO DO CONSELHO DISTRITAL DE SAÚDE,2016-08-09,2016-08-09,1,5,Sítio Cercado,Saúde
2329,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO PARIGOT DE SOUZA,2016-08-09,2016-08-09,1,3,Sítio Cercado,Saúde
2330,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS NOSSA SENHORA APARECIDA,2016-08-11,2016-08-11,1,4,Sítio Cercado,Saúde
2331,REUNIÃO DA COMISSÃO DA MATERNIDADE DO BAIRRO NOVO,2016-08-16,2016-08-16,1,5,Sítio Cercado,Saúde
2332,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ I,2016-08-17,2016-08-17,1,2,Umbará,Saúde
2333,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DA UMS UMBARÁ II,2016-08-18,2016-08-18,1,4,Sítio Cercado,Saúde
2335,Brincadeira Tem Hora,2016-08-29,2016-08-29,0,,Santa Felicidade,Lazer
2340,Caravana do Esporte e Caravana das Artes,2016-08-24,2016-08-24,0,,Alto Boqueirão,Esporte
2353,Pintura em Tela,2016-08-12,2016-08-12,1,2,Sítio Cercado,Cultura
2355,Copa Curitiba de Xadrez - 3ª etapa,2016-08-09,2016-08-11,0,,Santo Inácio,Esporte
2356,Circuito de Corrida de Rua - 3ª etapa,2016-08-01,2016-08-29,0,,Boqueirão,Esporte
2358,Jogos do PASE– Futsal,2016-08-20,2016-08-20,0,,Cajuru,Esporte
2359,Jogos do PASE– Futsal,2016-08-21,2016-08-21,0,,Cajuru,Esporte
2360,Jogos do PASE– Futsal,2016-08-18,2016-08-18,0,,Santa Felicidade,Esporte
2366,Mostra de Dança Regional Boa Vista,2016-08-19,2016-08-19,0,,Tinguí,Lazer
2367,Implantação da horta no Portal,2016-08-20,2016-08-20,0,,Alto Boqueirão,Educação
2368,Aulão de Zumba,2016-08-21,2016-08-21,0,,Sítio Cercado,Esporte
2369,Aulão de pilates,2016-08-20,2016-08-20,0,,Sítio Cercado,Esporte
2370,Aulão Master de Zumba Brasil,2016-08-20,2016-08-20,0,,Portão,Esporte
2371,Curso de Corte e Costura,2016-08-20,2016-08-20,0,,Fazendinha,Cursos
2377,TÉCNICA VOCAL E PRÁTICAS DE CANTO CORAL,2016-08-20,2016-08-20,1,4,Sítio Cercado,Cultura
2383,Cem Voltas – Centro de Esporte e Lazer Velódromo,2016-08-22,2016-08-22,1,5,Jardim Botânico,Esporte
2384,6º Cajuru Fitness Day,2016-08-21,2016-08-28,0,,Cajuru,Esporte
2385,Corrida de Revezamento - Tatuquara,2016-09-01,2016-12-31,0,,Tatuquara,Esporte
2387,Capoeira - Exame de Corda,2016-09-01,2016-09-01,0,,Portão,Esporte
2388,Desfile Cívico da Regional Pinheirinho,2016-09-02,2016-09-02,0,,Capão Raso,Cultura
2389,Contação de histórias – Casa da leitura Marcos Prado,2016-09-03,2016-09-03,0,,Alto Boqueirão,Cultura
2390,Aulão de Circuito Funcional,2016-09-04,2016-09-04,0,,Sítio Cercado,Esporte
2391,Oficina de Jogos de Tabuleiro,2016-09-01,2016-09-01,0,,Tatuquara,Lazer
2396,Brincadeira Tem Hora / CurititibAtivaAção,2016-09-03,2016-09-03,1,7,Sítio Cercado,Esporte
2397,Rua de Lazer,2016-09-03,2016-09-03,1,7,Sítio Cercado,Lazer
2398,PEDALA CURITIBA - BAIRRO NOVO,2016-09-03,2016-09-03,1,2,Sítio Cercado,Esporte
2399,ESPORTE NA PRAÇA,2016-09-03,2016-09-03,1,7,Sítio Cercado,Esporte
2400,RUA DE LAZER,2016-09-05,2016-09-05,1,7,Sítio Cercado,Lazer
2401,PEDALA CURITIBA - BAIRRO NOVO,2016-09-10,2016-09-10,1,2,Sítio Cercado,Esporte
2402,BRINCADEIRA TEM HORA,2016-09-10,2016-09-10,1,7,Sítio Cercado,Lazer
2403,BRINCADEIRA TEM HORA,2016-09-12,2016-09-12,1,7,Sítio Cercado,Lazer
2404,PEDALA CURITIBA - BAIRRO NOVO,2016-09-17,2016-09-17,1,2,Sítio Cercado,Esporte
2405,ESPORTE NA PRAÇA,2016-09-17,2016-09-17,1,7,Sítio Cercado,Esporte
2406,RUA DE LAZER,2016-09-19,2016-09-19,1,7,Sítio Cercado,Lazer
2407,PEDALA CURITIBA - BAIRRO NOVO,2016-09-24,2016-09-24,1,2,Sítio Cercado,Esporte
2408,PINTURA EM TELA,2016-09-24,2016-09-24,1,2,Sítio Cercado,Cultura
2409,CURSO DE TECLADO,2016-09-26,2016-09-26,1,2;3,Sítio Cercado,Cultura
2410,CURSO DE VIOLINO,2016-09-05,2016-09-05,1,4,Sítio Cercado,Cultura
2411,DESENHO ARTÍSTICO,2016-09-05,2016-09-27,1,5,Sítio Cercado,Cultura
2412,CURSO DE VIOLÃO POPULAR,2016-09-14,2016-09-28,1,5;6,Sítio Cercado,Cultura
2413,15º FESTIVAL DE MÁGICAS,2016-09-01,2016-09-01,1,4,Sítio Cercado,Cultura
2414,15º FESTIVAL DE MÁGICAS,2016-09-01,2016-09-30,1,5,Sítio Cercado,Cultura
2415,PROGRAMA 135 - ANIMAÇÃO PARA A PRIMEIRA INFÃNCIA 2,2016-09-14,2016-09-14,1,5,Sítio Cercado,Cultura
2417,A Magia de Um Palhaço,2016-09-15,2016-09-15,1,5,Alto Boqueirão,Cultura
2419,Jogos PASE,2016-09-29,2016-09-29,0,,Sítio Cercado,Esporte
2420,Jogos PASE,2016-09-29,2016-09-29,0,,Fazendinha,Esporte
2424,Festival PASE,2016-09-20,2016-09-20,0,,Cidade Industrial de Curitiba,Esporte
2425,Torneio de Voleibol 4X4,2016-09-23,2016-09-23,0,,Cajuru,Esporte
2428,Dança Curitiba – Mostra Regional Tatuquara,2016-09-24,2016-09-24,0,,Tatuquara,Lazer
2430,Apresentação de Dança Folclórica,2016-09-24,2016-09-24,0,,Centro,Lazer
2431,Tarde de autógrafos do livro de receitas Master Chef Júnior Matriz,2016-09-24,2016-09-24,0,,Centro,Educação
2432,Aulão de Alongamento,2016-09-24,2016-09-24,0,,Centro,Esporte
2433,Comemoração de 3 anos do Portal do Futuro Cajuru,2016-09-24,2016-09-24,0,,Cajuru,Lazer
2434,Aniversário do Portal do Futuro Boqueirão,2016-09-24,2016-09-24,0,,Alto Boqueirão,Lazer
2435,Matrículas para as Oficinas de Violão e Inglês,2016-09-24,2016-09-24,0,,Portão,Cursos
2437,Seletiva Vôlei de Praia Masculino,2016-09-24,2016-09-24,0,,Boqueirão,Esporte
2438,Jogos PASE,2016-09-20,2016-09-20,0,,Pinheirinho,Esporte
2439,Brincadeira Tem Hora,2015-10-01,2015-10-01,0,,Fazendinha,Lazer
2440,Baile da Primavera,2016-09-30,2016-09-30,0,,Hauer,Lazer
2441,Baile da Melhor Idade,2016-10-01,2016-10-01,0,,Cajuru,Lazer
2442,Aula de Move Dance,2016-09-30,2016-09-30,1,2;4,Alto Boqueirão,Esporte
2443,Moonwalker Dance,2016-09-28,2016-09-28,1,3;5,Alto Boqueirão,Lazer
2444,Roda de leitura para o vestibular,2016-09-26,2016-12-04,0,,Alto Boqueirão,Cultura
2445,Contação de histórias,2016-09-27,2016-10-04,0,,Alto Boqueirão,Cultura
2450,11º Circuito de Corridas Rústicas das Indústrias- Etapa Bosch,2016-09-28,2016-09-28,0,,Cidade Industrial de Curitiba,Esporte
2452,Copa Trieste- Futebol,2016-09-28,2016-09-28,0,,Santa Felicidade,Esporte
2455,Brincadeira Tem Hora,2016-10-09,2016-10-09,0,,Campo Comprido,Lazer
2458,Aulão de Ginástica – Campanha de arrecadação de brinquedos para o Dia,2016-10-08,2016-10-08,0,,Cajuru,Esporte
2459,Dez Passos para uma alimentação saudável,2016-10-05,2016-10-05,0,,Rebouças,Saúde
2463,Rua de Lazer,2016-10-05,2016-10-05,1,7,Sítio Cercado,Esporte
2464,PEDALA CURITIBA - BAIRRO NOVO,2016-10-05,2016-10-05,1,2,Sítio Cercado,Esporte
2465,BAILE DA PRIMAVERA,2016-10-15,2016-10-15,1,6,Sítio Cercado,Lazer
2466,RUA DE LAZER,2016-10-17,2016-10-17,1,7,Sítio Cercado,Esporte
2467,ESPORTE NA PRAÇA,2016-10-21,2016-10-21,1,7,Sítio Cercado,Esporte
2468,PEDALA CURITIBA - BAIRRO NOVO,2016-10-22,2016-10-22,1,2,Sítio Cercado,Esporte
2469,PEDALA CURITIBA - BAIRRO NOVO,2016-10-22,2016-10-22,1,2,Sítio Cercado,Esporte
2474,Copa Trieste- Futsal e Society,2016-10-24,2016-10-24,0,,Santa Felicidade,Esporte
2477,Dia de Brincar Rosa,2016-10-31,2016-10-31,0,,São Lourenço,Lazer
2481,Oficina de Tênis de Mesa,2016-10-15,2016-10-15,0,,Tatuquara,Esporte
2482,Oficina de Maquiagem Outubro Rosa,2016-10-14,2016-10-14,0,,Centro,Lazer
2483,Aulão de Zumba – Outubro Rosa,2016-10-15,2016-10-15,0,,Alto Boqueirão,Lazer
2485,Pintura em Tela,2016-10-15,2016-10-15,1,2,Sítio Cercado,Cultura
2486,Curso de Teclado,2016-10-17,2016-10-17,1,2;3,Sítio Cercado,Cultura
2487,Violino,2016-10-03,2016-10-31,1,4,Sítio Cercado,Cultura
2488,Desenho Artístico,2016-10-03,2016-10-31,1,5,Sítio Cercado,Cultura
2489,Curso de Violão Popular,2016-10-05,2016-10-26,1,5;6,Sítio Cercado,Cultura
2490,Filme - O Tempo que for preciso,2016-10-06,2016-10-27,1,2,Sítio Cercado,Cultura
2491,Projeto Kombo Autoral,2016-10-06,2016-10-28,1,6,Sítio Cercado,Cultura
2492,A Magia de Um Palhaço,2016-10-03,2016-10-03,1,2,Alto Boqueirão,Cultura
2493,Caminhada Outubro Rosa,2016-10-07,2016-10-07,1,5,Sítio Cercado,Saúde
2494,Caminhada Outubro Rosa,2016-10-10,2016-10-10,1,5,Sítio Cercado,Eventos Regionais
2499,Jogos Municipais Femininos– Handebol,2016-10-06,2016-10-06,0,,São Braz,Esporte
2501,Baile da Primavera,2016-10-06,2016-10-06,0,,Sítio Cercado,Lazer
2502,Torneio Leões do Vôlei,2016-10-23,2016-10-23,0,,Santa Felicidade,Esporte
2504,Aulão de Ginástica “Outubro Rosa”,2016-10-21,2016-10-21,0,,Cajuru,Lazer
2505,Caminhada Outubro Rosa,2016-10-22,2016-10-22,0,,Santa Felicidade,Lazer
2509,Jogos Femininos- Futsal,2016-10-19,2016-10-19,0,,Xaxim,Esporte
2514,1ª Caminhada Zumbi,2016-10-21,2016-10-21,0,,Cajuru,Esporte
2515,Caminhada Outubro Rosa,2016-10-27,2016-10-27,0,,Jardim Botânico,Lazer
2516,Torneio de Peteca,2016-10-27,2016-10-27,0,,Bigorrilho,Esporte
2519,Semana Rosa,2016-10-28,2016-10-28,0,,Centro,Esporte
2520,Circo - A Magia de Um Palhaço,2016-10-29,2016-10-29,1,5,Alto Boqueirão,Cultura
2521,PINTURA EM TELA,2016-10-24,2016-10-28,1,2,Sítio Cercado,Cultura
2522,CURSO DE TECLADO,2016-10-27,2016-10-27,1,2;3,Sítio Cercado,Cultura
2523,CURSO VIOLINO,2016-11-07,2016-11-28,1,4,Sítio Cercado,Cultura
2524,DESENHO ARTÍSTICO,2016-11-07,2016-11-29,1,5,Sítio Cercado,Cultura
2525,CURSO DE VIOLÃO POPULAR,2016-11-09,2016-11-30,1,5;6,Sítio Cercado,Cultura
2526,PROGRAMA INFANTIL 141 - Desenho Animado,2016-11-03,2016-11-24,1,6,São Francisco,Cultura
2527,OFICINA DE FOTOGRAFIA,2016-11-03,2016-11-25,1,4,Umbará,Cultura
2528,O GRILO FELIZ - Desenho Animado,2016-11-04,2016-11-04,1,5,Umbará,Cultura
2529,PROGRAMA INFANTIL 141 - Desenho Animado,2016-11-09,2016-11-09,1,5,São Francisco,Cultura
2530,O TEMPO QUE FOR PRECISO - Filme,2016-11-10,2016-11-10,1,2,Sítio Cercado,Cultura
2531,REUNIÃO DA COMISSÃO DE SAUDE LOCAL DA UPA SITIO CERCADO,2016-11-17,2016-11-17,1,5,Sítio Cercado,Saúde
2532,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SÃO JOÃO DEL REY,2016-11-21,2016-11-21,1,5,Sítio Cercado,Saúde
2533,REUNIÃO DO CONSELHO LOCAL DE SAÚDE DO SAMBAQUI,2016-11-03,2016-11-03,1,2,Sítio Cercado,Saúde
