EVE_IDF,EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
5167,Fala Curitiba-Boqueirão,2019-05-29,2019-05-29,1,3,Boqueirão,Eventos Regionais
5176,aniversário UPA -Tatuquara,2019-05-30,2019-05-30,1,2,Tatuquara,Eventos Regionais
5188,No Xaxim; Prefeitura de Curitiba entrega 18º farol da inovação,2019-06-04,2019-06-04,0,,Xaxim,Inaugurações
5189,Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-05-27,2019-05-27,1,5,Uberaba,Eventos Regionais
5190,Fala Curitiba - Boa Vista,2019-05-27,2019-05-28,0,,Cachoeira,Eventos Regionais
5191,Fala Curitiba - Boa Vista,2019-06-14,2019-06-18,0,,Bairro Alto,Eventos Regionais
5195,Fala Curitiba - Bairro Novo,2019-06-04,2019-06-04,1,3,Sítio Cercado,Eventos Regionais
5196,Fala Curitiba,2019-06-11,2019-06-11,1,5,Umbará,Eventos Regionais
5197,Fala Curitiba - Bairro Novo,2019-06-04,2019-06-04,1,3,Umbará,Eventos Regionais
5198,Fala Curitiba - Bairro Novo,2019-06-06,2019-06-06,1,5,Sítio Cercado,Eventos Regionais
5199,Fala Curitiba - Bairro Novo,2019-06-11,2019-06-11,1,4,Sítio Cercado,Eventos Regionais
5200,Fala Curitiba - Bairro Novo,2019-06-13,2019-06-13,1,3,Sítio Cercado,Eventos Regionais
5201,Fala Curitiba - Bairro Novo,2019-06-13,2019-06-13,1,5,Umbará,Eventos Regionais
5207,VII Fórum Paranaense de Mobilidade Urbana,2019-06-18,2019-06-18,0,,Bigorrilho,Eventos Regionais
5208,Caminhão Coleta de Lixo Eletrônico,2019-06-06,2019-06-06,1,5,Fazendinha,Eventos Regionais
5223,Audiência Pública - fala Curitiba,2019-05-30,2019-05-31,1,3,Tatuquara,Eventos Regionais
5226,DESCARTE LIXO CORRETO REGIONAL CAJURU 07-06,2019-06-06,2019-06-06,0,,Cajuru,Eventos Regionais
5228,Gran Circo Stopim,2019-06-04,2019-06-04,0,,Cidade Industrial de Curitiba,Cultura
5229,Palestra Edson Bueno - A História do Teatro Paranaense,2019-06-04,2019-06-07,0,,Cidade Industrial de Curitiba,Eventos Regionais
5231,Torneio Tênis de mesa,2019-06-08,2019-06-08,0,,Cidade Industrial de Curitiba,Eventos Regionais
5233,Fala Curitiba Cajuru- Escola ESI São Carlos Borromeo,2019-06-19,2019-06-19,1,5,Cajuru,Eventos Regionais
5247,Setran faz leilão de veículos apreendidos,2019-06-08,2019-06-08,1,4,Portão,Segurança
5250,Comunidade do Bairro Novo recebe 19º Farol do Saber e Inovação,2019-06-06,2019-06-13,0,,Sítio Cercado,Inaugurações
5252,IV Semana de Canto Coral Henrique de Curitiba,2019-06-19,2019-06-19,0,,Centro,Cultura
5254,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-11,2019-06-11,1,2,Santo Inácio,Educação
5255,Orquestra à Base de Corda: “Trilhas inesquecíveis do Cinema Mundial”.,2019-06-11,2019-06-16,1,1;7,São Francisco,Cultura
5256,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-24,2019-06-24,1,3,Centro,Educação
5257,"Teatro de bonecos ""Montando Lobato""",2019-06-15,2019-06-16,1,1,São Francisco,Cultura
5258,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-25,2019-06-25,1,2,Centro,Educação
5259,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-16,2019-06-30,1,3,Centro,Educação
5260,"Lançamento do jogo digital: ""A Jornada da Graciosa""",2019-06-24,2019-06-24,1,6,Centro,Cultura
5261,"Grupo de Folclore Vocal Português “Bacalhau com Notas""",2019-06-25,2019-06-25,1,1,Centro,Cultura
5262,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-14,2019-06-14,1,3,Guaíra,Educação
5263,Baptiste Herbin Quarteto e Convidados,2019-06-16,2019-06-16,1,3,Prado Velho,Cultura
5264,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-25,2019-06-25,1,4,Centro,Educação
5265,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-18,2019-06-18,1,4,Centro,Educação
5266,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-26,2019-06-26,1,4,Prado Velho,Educação
5267,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-26,2019-06-26,1,5,Centro,Educação
5268,"Espetáculo ""A Lenda de Coré Etuba""",2019-06-26,2019-06-26,1,3,Cajuru,Cultura
5269,Sons do Sul – Diálogos com a  Música Armorial,2019-06-27,2019-06-27,1,4,Prado Velho,Cultura
5270,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-18,2019-06-18,1,5,Centro,Educação
5271,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-19,2019-06-19,1,6,Centro,Educação
5272,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-27,2019-06-27,1,6,Prado Velho,Educação
5273,Semana Municipal de Prevenção ao Uso de Drogas,2019-06-28,2019-06-28,1,7,Centro,Educação
5274,Show As Bahias e a Cozinha Mineira,2019-06-28,2019-06-28,1,6;7,Prado Velho,Cultura
5275,Campeonato Paranaense de Punhobol,2019-06-29,2019-06-29,0,,Santa Felicidade,Educação
5276,Americando: Uma Viagem pela América do Sul,2019-06-14,2019-06-15,1,6;7,Prado Velho,Cultura
5277,3ª FIMS- Feira Internacional da Música do Sul,2019-06-15,2019-06-16,1,5;6;7,Portão,Cultura
5278,Mostra Paranaense de Dança - Tanzboden,2019-06-21,2019-06-22,1,1;7,Centro,Cultura
5279,"Domingo Onze e Meia com o grupo ""Taque Tique Tá"" MPB para crianças",2019-06-20,2019-06-22,1,1,São Francisco,Cultura
5280,Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-06-22,2019-06-23,0,,Cajuru,Eventos Regionais
5281,Pavilhão Étnico - Latinidades Curitibanas,2019-06-23,2019-06-23,1,3,Centro,Cultura
5282,Fala Curitiba-Cajuru Escola Municipal Michel Khury,2019-06-18,2019-06-18,1,5,Cajuru,Eventos Regionais
5283,Machado de Assis Revisitado: Novas Estratégias e Abordagens,2019-06-25,2019-06-25,1,3,Portão,Cultura
5284,"Thobias de Santana lança EP ""KHAIRÓOS""",2019-06-18,2019-06-18,1,4,Prado Velho,Cultura
5285,Mediação Literária - Especial: Semana Machado de Assis,2019-06-25,2019-06-25,1,3;4;5;6,Portão,Cultura
5286,Machado 180; Revisto e Ampliado,2019-06-26,2019-06-26,1,4,Portão,Cultura
5287,Coro da Camerata Antíqua de Curitiba - Concerto nas Igrejas,2019-06-25,2019-06-28,1,5,Hauer,Cultura
5288,Machado 180: Conta Machado,2019-06-26,2019-06-26,1,5,Portão,Cultura
5289,Roda de Música Caipira,2019-06-27,2019-06-27,1,4,São Francisco,Cultura
5295,Roda de Choro,2019-06-27,2019-06-27,1,5,São Francisco,Cultura
5298,Show Farrear Acústico de Rogéria Holtz,2019-06-19,2019-06-19,1,6;7,Prado Velho,Cultura
5299,Machado 180: O Que Contam As Carolinas,2019-06-27,2019-06-27,1,6,Portão,Cultura
5300,Festival Sabores do Pinhão,2019-06-28,2019-06-29,1,1;4;5;6;7,Centro,Feiras
5302,FALA CURITIBA -ALTO BOQUEIRÃO,2019-06-28,2019-06-28,1,3,Alto Boqueirão,Eventos Regionais
5303,AFINA-SE – Apresentações de Alunos do Conservatório de MPB de Curitiba,2019-06-26,2019-06-30,1,1;2;7,São Francisco,Cultura
5304,Pavilhão Étnico - Dia de Luxemburgo,2019-06-18,2019-06-18,1,1,Centro,Cultura
5305,"Grupo Brasileiro show ""Palavras""",2019-06-29,2019-07-08,1,6;7,Centro,Cultura
5307,Visita Guiada Padrão,2019-06-30,2019-06-30,1,7,São Francisco,Cultura
5308,58º Festival Folclórico e de Etnias do Paraná,2019-06-28,2019-06-29,0,,Centro,Cultura
5310,Mostra Claudete Pereira Jorge,2019-06-29,2019-06-29,1,1;2;3;7,São Francisco,Cultura
5311,Orquestra de Câmara da Cidade de Curitiba - Fantasia Brilhante Carmen,2019-06-30,2019-07-12,1,6;7,Centro,Cultura
5322,Mutirão Social na Regional Matriz,2019-06-20,2019-06-23,1,4,Centro,Eventos Regionais
5328,II mostra da Educação em Direitos Humanos,2019-06-28,2019-06-29,0,,Tatuquara,Educação
5332,Dias do Cinema Ucraniano no Brasil,2019-06-26,2019-06-26,1,1;5;6;7,São Francisco,Cultura
5333,Exposição ‘Bonecos Criativos’,2019-06-24,2019-06-28,1,1;3;4;5;6;7,Portão,Cultura
5335,Seminário Soluções para o Desenvolvimento Sustentável,2019-06-27,2019-06-30,1,6,Santo Inácio,Simpósios/Similares
5338,23ª TrekCon - A Amizade em Star Trek,2019-07-02,2019-07-30,1,1,Centro,Cultura
5340,Informática Básica Liceu de Ofício Cajuru,2019-06-27,2019-06-28,0,,Cajuru,Eventos Regionais
5341,Show A Palavra Amor – Mariá Sallum,2019-07-07,2019-07-07,1,3,Prado Velho,Cultura
5343,45 Anos Camerata Antíqua de Curitiba - Dixit Dominus de Händel,2019-07-17,2019-08-07,1,6;7,Centro,Cultura
5344,Show Aurora do Samba com Renata Fadel - Paiol Musical,2019-07-09,2019-07-09,1,6;7,Prado Velho,Cultura
5345,Visita Guiada Temática: Erva-Mate,2019-07-05,2019-07-06,1,7,São Francisco,Cultura
5346,Encontro das Nações,2019-07-12,2019-07-13,1,1;7,Centro,Cultura
5347,Visita Guiada Noturna,2019-07-13,2019-07-13,1,5;6;7,São Francisco,Cultura
5349,Show banda curitibana IMÃ - Paiol Musical,2019-07-13,2019-07-14,1,6;7,Prado Velho,Cultura
5360,Festival de Inverno do Centro Histórico de Curitiba,2019-07-18,2019-07-20,0,,Centro,Cultura
5361,Camerata apresenta Dixit Dominus de Händel em concerto gratuito,2019-07-19,2019-07-20,1,1,Centro,Cultura
5364,"Espetáculo ""Histórias da Gente""",2019-07-18,2019-07-27,1,6,Alto Boqueirão,Cultura
5368,Praça do Circo - Circo Rhoney Espetacular,2019-07-07,2019-07-07,1,6,Bigorrilho,Cultura
5370,Segunda edição da Expo Educação começa nesta terça,2019-07-05,2019-07-05,0,,Santa Felicidade,Feiras
5387,Lançamento do Concurso de Boas Práticas 2019,2019-07-12,2019-07-12,0,,Centro Cívico,Simpósios/Similares
5391,1ª Mostra Paraná de Teatro de Bonecos,2019-07-01,2019-07-04,1,1;2;3;4;5;6,São Francisco,Cultura
5397,CONSULTAS PÚBLICAS DA LOA 2020 - CIC,2019-07-11,2019-07-11,0,,Cidade Industrial de Curitiba,Simpósios/Similares
5398,CONSULTAS PÚBLICAS DA LOA 2020 - BAIRRO NOVO,2019-07-14,2019-07-21,0,,Sítio Cercado,Simpósios/Similares
5399,CONSULTAS PÚBLICAS DA LOA 2020 - PINHEIRINHO,2019-08-05,2019-08-05,0,,Pinheirinho,Simpósios/Similares
5400,CONSULTAS PÚBLICAS DA LOA 2020 - TATUQUARA,2019-08-05,2019-08-05,0,,Tatuquara,Simpósios/Similares
5401,CONSULTAS PÚBLICAS DA LOA 2020 - BOA VISTA,2019-08-06,2019-08-06,0,,Boa Vista,Simpósios/Similares
5402,CONSULTAS PÚBLICAS DA LOA 2020 - SANTA FELICIDADE,2019-08-06,2019-08-06,0,,Santa Felicidade,Simpósios/Similares
5403,CONSULTAS PÚBLICAS DA LOA 2020 - CAJURU,2019-08-07,2019-08-07,0,,Capão da Imbuia,Simpósios/Similares
5404,CONSULTAS PÚBLICAS DA LOA 2020 - PORTÃO,2019-08-07,2019-08-07,1,5,Fazendinha,Simpósios/Similares
5406,CONSULTAS PÚBLICAS DA LOA 2020 - MATRIZ,2019-08-08,2019-08-08,0,,Centro,Simpósios/Similares
5407,Comemoração 30 Anos Armazém da Familia,2019-08-08,2019-08-08,1,4,Boa Vista,Eventos Regionais
5502,Arraiá Regional Pinheirinho,2019-08-09,2019-08-09,1,5,Pinheirinho,Eventos Regionais
5513,Dia do Feirante,2019-07-24,2019-07-24,1,6,Fazendinha,Eventos Regionais
5514,Ação Social em Homenagem ao Dia dos Pais,2019-07-25,2019-07-25,1,3,Fazendinha,Eventos Regionais
5515,Palestra em Homenagem ao Dia dos Pais e Agosto Azul,2019-08-23,2019-08-23,1,4,Fazendinha,Eventos Regionais
5521,Oficina de Gestante,2019-08-06,2019-08-06,0,,Santa Cândida,Saúde
5522,Boas Práticas de Manipulação e atualização das Normas Sanitárias,2019-08-07,2019-08-07,0,,São Lourenço,Saúde
5537,Programa Escute o seu Coração no Parque,2019-07-30,2019-07-30,0,,Santo Inácio,Saúde
5552,Hora do Mamaço,2019-08-05,2019-08-05,0,,Bacacheri,Saúde
5555,"Teatro Infantil "" Era Um...Eram dois...Eram três""",2019-08-10,2019-08-10,0,,Campo Comprido,Cultura
5556,Orientações Sanitárias para Salões de Beleza,2019-08-10,2019-08-10,0,,Centro,Saúde
5559,Mercado Municipal completa 61 anos nesta sexta-feira,2019-08-13,2019-08-13,1,6,Jardim Botânico,Cultura
5561,Oficina com Material Reciclado,2019-08-07,2019-08-07,0,,Cidade Industrial de Curitiba,Saúde
5568,Formatura Guardas Municipais,2019-08-02,2019-08-02,1,3,São Francisco,Segurança
5570,Leilão nº38 promovido pela Secretaria de Defesa Social e Trânsito,2019-08-17,2019-08-17,1,7,Portão,Trânsito
5571,Leilão nº39 promovido pela Secretaria de Defesa Social e Trânsito,2019-08-06,2019-08-06,1,7,Portão,Trânsito
5587,Prefeitura nos bairros,2019-08-17,2019-08-17,1,4,Hauer,Eventos Regionais
5588,Entrega das obras de revitalização do (20º) Farol do Saber e Inovação,2019-08-17,2019-08-17,0,,Boqueirão,Inaugurações
5589,Desfile Cívico Militar,2019-08-07,2019-08-07,1,7,Fazendinha,Eventos Regionais
5652,Mutirão de Testes Rápidos – HIV/ Sífilis,2019-08-07,2019-08-07,0,,Cidade Industrial de Curitiba,Saúde
5653,Mutirão  De Coleta De Preventivo,2019-08-31,2019-08-31,0,,Bacacheri,Saúde
5659,Plá Rock'n Roll - O Filme,2019-08-24,2019-08-24,1,4,São Francisco,Cultura
5660,Prefeitura Inaugura Horta Comunitária no Boqueirão,2019-08-24,2019-08-24,1,6,Boqueirão,Inaugurações
5661,Happy Hour do Mercado Municipal acontece todas as quartas-feiras,2019-08-14,2019-08-14,1,4,Centro,Lazer
5667,Paternidade responsável na Adolescência,2019-08-16,2019-08-16,0,,Bairro Alto,Saúde
5720,AUDIÊNCIA PÚBLICA DA LOA 2020,2019-08-14,2019-12-12,0,,Santo Inácio,Simpósios/Similares
5724,Desfile Cívico Militar do Pinheirinho,2019-08-21,2019-08-21,1,1,Capão Raso,Eventos Regionais
5736,Revitalização da Horta Sambaqui Beneficia 40 Famílias,2019-09-27,2019-09-27,0,,Sítio Cercado,Inaugurações
5738,Regional Pinheirinho ganha; nesta quinta-feira (29/8); o 21º Farol do,2019-09-01,2019-09-01,0,,Pinheirinho,Inaugurações
5750,Festival Canta Curitiba - 2ª Etapa,2019-08-28,2019-08-28,0,,Cidade Industrial de Curitiba,Lazer
5765,Festival Canta Curitiba - 3ª Etapa,2019-08-28,2019-08-29,0,,Pinheirinho,Lazer
5766,Escolas municipais apresentam projetos na 2ª Mostra dos Faróis,2019-08-31,2019-08-31,0,,Rebouças,Educação
5769,Festival Canta Curitiba - 4ª Etapa,2019-09-14,2019-09-14,0,,Boqueirão,Lazer
5838,Palestra sobre Depressão e Prevenção ao Suicídio,2019-08-30,2019-08-30,1,3,Rebouças,Saúde
5841,Curitiba recebe os campeões brasileiros no preparo de café,2019-09-21,2019-09-21,1,4;5;6;7,Centro,Eventos Regionais
5842,Secretaria de Segurança Alimentar Participa de 7º Fórum de Agricultura,2019-09-10,2019-09-10,1,5;6,Centro Cívico,Simpósios/Similares
5843,Evento Setembro Amarelo,2019-09-04,2019-09-07,1,3,Fazendinha,Saúde
5844,Roda de Gestantes,2019-09-05,2019-09-06,0,,Centro,Saúde
5857,Oficina das Gestantes,2019-09-24,2019-09-24,0,,São Francisco,Saúde
5858,Oficina da Gestante,2019-09-25,2019-09-25,0,,São Francisco,Saúde
5859,Oficina da Gestante,2019-09-11,2019-09-11,0,,São Francisco,Saúde
5860,Oficina sobre Sobrepeso,2019-10-09,2019-10-09,0,,São Francisco,Saúde
5907,Vale a pena viver,2019-11-13,2019-11-13,0,,Cidade Industrial de Curitiba,Saúde
2295,PINTURA EM TELA,2019-09-17,2019-09-17,1,2,Sítio Cercado,Cultura
2297,CURSO DE VIOLINO,2019-09-25,2019-09-25,1,4,Sítio Cercado,Cultura
